Sample Size,Selection Sort Time,Bubble Sort Time
50,0.0,0.0010001659393310547
100,0.0010001659393310547,0.0030002593994140625
250,0.01000070571899414,0.02000117301940918
500,0.04300236701965332,0.0760042667388916
1000,0.17200994491577148,0.3950226306915283
1500,0.27701568603515625,0.6290361881256104
3000,1.0410594940185547,3.003171682357788
5000,3.8812220096588135,9.472541809082031
10000,17.85802149772644,34.26696014404297
