Sample Size,Selection Sort Time,Bubble Sort Time
50,0.0,0.0009999275207519531
100,0.0009999275207519531,0.003000020980834961
250,0.0070002079010009766,0.02200150489807129
500,0.041002511978149414,0.08300471305847168
1000,0.16800975799560547,0.36402106285095215
1500,0.3910224437713623,0.715040922164917
3000,0.9370536804199219,2.849163055419922
5000,3.5132009983062744,10.506600856781006
10000,13.252758026123047,36.3350784778595
