Sample Size,Selection Sort Time,Bubble Sort Time
50,0.0,0.0009999275207519531
100,0.003000020980834961,0.002000093460083008
250,0.00500035285949707,0.013000726699829102
500,0.02500152587890625,0.0500028133392334
1000,0.1020057201385498,0.21401238441467285
1500,0.24201369285583496,0.5080292224884033
3000,0.7780444622039795,1.9551117420196533
5000,2.9551689624786377,8.893508672714233
10000,15.426882266998291,40.650325298309326
